View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
103,"LYNDEN THERAPY SPECIALISTS, INC.","ReBound PT, OT & Hand Therapy",Christine Nelson,,1610 Grover St B 2,Lynden,WA,98264-1539,
104,ICICLE CREEK ENGINEERS INC,,KATHY KILLMAN,,29335 NE 20TH ST,CARNATION,WA,98014-9632,"Icicle Creek Engineers, Inc. has provided geotechnical, geologic, hydrogeologic and environmental services to public and private sector clients throughout the Pacific Northwest since 1996."
105,"Excel Gloves & Safety Supplies, Inc.",Excel Supply Company,IRENE  REYES,CEO/President,2001 48th Ave Court E # A,Fife,WA,98424-3437,"22 Years of Contracts with State & Local Govt. 25 Years In Business (Since 1993) 10 + Years of Federal Government Contracts Woman-Minority Owned Hub-zone, WOSB, EDWOSB DBE, Small Disadvantaged Business Family-run business Headquarters in Fife, WA  Extensive Experience in Supply Chain Solutions and Optimization Prompt and Flexible Logistics Management Excellent Contract Performance, Management and Implementation Provides Highest Quality Products, Exceeds OSHA & ASTM Standards Stringent Manufacturer/Vendor Selection ISO Certified and Accredited Manufacturers Open and scalable technology and website Safety and Health is Never Compromised Largest Single PO Performed $160,000 Largest Annual Contract Performed $1,100,000 DUNS:928913409 CAGE CODE: 1KQW8 Socio Economic Status and Certifications: HUB-Zone, SDB, MWBE, WOSB, DBE & EDWOSB GSA Schedule Contracts: Schedule 84 #GS07F9190S Schedule 65 #V797P4270B"
106,"Phinney Bischoff Design House, Inc",,Holly Keenan,,614 Boylston Ave E,SEATTLE,WA,98102-4912,Our strategic services: Audience Personas Brand Architecture Consumer Research SWOT Analysis Content Strategy & Copywriting Creative Audits Creative Testing Experience/Journey Mapping Marketing Strategy Messaging Naming/Nomenclature New Product & Service Ideation Qualitative Research: -	Community Engagement -	Ethnography -	Focus Groups -	Stakeholder Interviews Quantitative Research: -	Online Surveys -	Segmentation Strategic Positioning Design services: Logos Branded Environments Illustration & Icons Wayfinding & Signage Graphic Standards Advertising Collateral Brochures Photo Shoots Packaging Annual Reports Digital services: Website Design and Development UX/UI Design Usability (UX) Testing Digital Advertising Information Architecture User Personas Testing Usability Research Programming Motion Graphics & Interactive Exhibits Electronic Presentations Video
107,"2nd Sight Bioscience, Inc.",2nd Sight Bioscience,Margo L Buckles,,823 N Crestline St,Spokane,WA,99202-2822,provide automated solutions for the agriculture industry
108,Artemis Connection Inc ,Artemis ,Christy Johnson,,11923 Preswick Ln,Mukilteo,WA,98275-5026,"Management consulting, training, big data analysis, communication strategies, leadership coaching and development"
109,"GENE SHIFTERS, LLC",,KULVINDER Gill,,640 SW Sundance Ct,Pullman,WA,99163-2080,"Gene transfer service, biotech consultation, crop varieties, all genomics, genotyping, DNA fingerprinting, genetic bar coding, crop identification services."
110,"Real Centric Solutions, LLC",Real Centric Solutions,Khris Beyer,,2563 TIGER LN,RICHLAND,WA,99352-8864,"25 years as Federal Contractor (CONUS and OCONUS experience - all design build). Retired, now working as a consultant. CM, PM, Cost Analysis, Independent Cost Estimates, Change Order Analysis. Women Owned and Veteran Owned"
111,RENT-A-RUMINANT LLC,,TAMMY  J Dunakin,,13233 SW 261 PL,VASHON,WA,98070-7709,"Goats can go where people and machinery cannot go easily or safely consuming an enormous amount of the bio mass in the process. This means there is much less debris left when they are finished, They also sterilize weed seed in their digestive process so do not re propagate undesired plants elsewhere. Goat s are allowed in most sensitive areas where machines are not allowed and rarely are permits required. The use of goats ranges from generalized vegetation management to invasive species management, crime prevention and fire prevention."
112,"Puget Sound Surveying, Inc.",PSS,Catherine Cloran,,5124 N Seaview St,Tacoma,WA,98407-3828,"With over 100 years of collective surveying experience, Puget Sound Surveying is one of the most knowledgeable, productive, efficient and cost effective companies in Washington. Surveying services include: Boundary (Encroachment), Flood Elevation Certifications (FEMA),Critical Areas Surveys (Wetland and Habitat),Resource Surveys (Trees), Boundary Line Adjustments and Agreements,Title Report Review and Evaluation,Expert Witness and Court Exhibits,Building Height,Building and Site Asbuilt Certification,American Land Title Association(ALTA),Title Report Review and Evaluation,Expert Witness and Court Exhibits,Topographic Design,Aquatic Lease,Ordinary High Water Mark (OHWM) Determination, Binding Site Plans,Easements and Agreements,Land Cartography,Utility Locates,GPS Network Establishment, Military Installations,Military Housing Privatization,Flood Determination"
113,"RJS CONSTRUCTION, INC.",,Shannon Sevigny,,974 East St,Washougal,WA,98671-0000,"Design-build general contractor; 30 years' experience; 94% return clients; new and renovations ranging $1k-10M; self-perform carpentry, civil, painting, electrical; completed projects throughout the United States"
114,"Squareone Services, SPC",,Jessica Whitehead,,21300 68th Ave W Ste 105,Lynnwood,WA,98036-7310,A mental health and addiction treatment center specializing in co-occurring disorders.
115,RC Construction Services Inc,RCECM,Jodi Christianson,,245 Torbett St,Richland,WA,99354-2667,"RCECM is an 8(a)/SDB and WOSB/EDWOSB. We provide engineering, architecture, construction management, project management, environmental remediation, demolition, construction inspection, cost engineering, project controls, and related services for environmental, heavy civil, and military works."
116,Pyramis Aerospace LLC,,JUAN PABLO  PARDO,,402 S 333 St Unit 128,Federal Way,WA,98003-6073,Integral parts and service support for civilian and military aircrafts.
117,"DR. JULIE MILLER, INC. ",Business Writing That Counts ,Dr. Julie Miller,,15401 NE 177TH DR,WOODINVILLE,WA,98072-9287,"Business Writing That Counts! offers on-site and online business and email writing programs to help your organization improve the writing skills of your employees, leading to greater productivity and cost effectiveness in the workplace."
118,"PEP TALK PUBLISHING, LLC",Pep Talk CAP,Lorraine Scott,,4070 N Deer Lake Rd,Loon Lake,WA,99148-9746,"Publisher of inspirational, educational, and motivational products to include books, music and office supplies; performance coaching, and inspirational speaker."
119,Leadership Synapse LLC,,September Secrist,,2307 Kerrysdale Dr SE,Olympia,WA,98513-3493,"Provide leadership and executive training, global business and international trade expertise, private sector engagement and economic development consulting, strategic planning and organizational management services."
120,Your Preferred Electric Company,Preferred Electric,Elissa Hoefs,,25 Five Cent Ranch Rd,Republic,WA,99166-9639,"Commercial and light industrial electrical install and service work, generator install and backup systems, solar systems and lighting."
121,MOBILE EXCHANGE INC,,Kristine J Moe,,279 C ST,BLAINE,WA,98230-4106,Currency and coin processing and delivery Secure document delivery
122,EVERY PAGE MARKETING LLC,,Leslie Burton-Lopez,,101 CAPITOL WAY N STE 202,OLYMPIA,WA,98501-1077,"Every Page Marketing provides marketing consultation services that includes: responses to RFPs/RFQs, resume design, website design, resume design, and editing services."
123,"SEE Botanical, LLC ",SEE Botanical ,Debra L Salstrom,,578 Whitecap Rd,BELLINGHAM,WA,98229-8911,"Natural Resources Consulting, Rare Plant Inventory, Vegetation Mapping and Assessments."
124,"1 A H & K, INC",,KELLY M KRONBERG,vp,1805 19TH DR,MUKILTEO,WA,98275-2138,Type 2 water tender used for Fire Suppression
125,"Campbell Training Solutions, LLC",,Anne Campbell,,718 Meadow Hills Dr,Richland,WA,99352-8630,"Campbell Training Solutions is certified as a small business located in Richland, Washington with 25 years of training experience in federal, manufacturing, utilities, and medical industries. We create custom training, both instructor-led classroom and eLearning, through a proven systematic approach utilizing highly-visual elements such as video production, 2D and 3D graphics, animation, and motion graphics."
126,"Spokane Realty Consultants, LLC",,Courtney C Boatsman,,17604 E 6th Ave,Spokane Valley,WA,99016-8712,
127,"Monarch Development, Inc.",,Rhonda Starren,,21620 SE MAY VALLEY RD,ISSAQUAH,WA,98027-8570,"Heavy Construction, Trenching, Underground Utilities, Road Building, Demo, Land Clearing, Trucking, Import and Export of Materials, Site Development, Retaining Wall Construction, Mass Excavation, Underground Storage Tank Removal & Decommissioning, Grading, Laser Grading, etc."
128,"Birch Equipment Company, Inc.",BIRCH EQUIPMENT RENTAL & SALES,Cara Buckingham,General Manager,1619 Kentucky St,Bellingham,WA,98229-4716,"Birch provides a $40m construction & industrial equip rental fleet w/4yr fleet age ave thru AK & WA & sales of equip, tools, safety & spill control to the US. Birch techs provide maintenance, 24hr emergency delivery. Account status avail 24hrs."
129,HOYDAR BUCK INC,,BARBARA  K GRAY,PRESIDENT,210 W ORCHARD AVE,SELAH,WA,98942-1332,"ELECTRICAL INSTALLATION; PROVIDE ELECTRICAL MATERIALS; PROVIDE UL LISTED INDUSTRIAL CONTROL PANELS; PROVIDE ELECTRICAL INSPECTIONS AND ELECTRICAL SAFETY CONSULTATIONS; PROVIDE LOW VOLTAGE WIRING, HVAC WIRING, CONTROLS."
130,"Avow iPromo, LLC",,Renee R Thompson,,16603 E Temple Rd,Spokane,WA,99217-9275,Avow can provide contracted services up to $50K.
131,"ANGELES COMMUNICATIONS, INC.",,Scott M Jensen,Vice-President,102 ROSS LN,PORT ANGELES,WA,98363-9430,"Sales,installation and maintenance of telecommunications equipment Cabling and network wiring"
132,TOTAL SITE SERVICES LLC,,Shannon  Toranzo,,2780 Salk Ave,Richland,WA,99354-1787,"TSS is highly qualified, experienced full service design build construction contractor capable of self performing many phases. civil, horizontal, concrete, carpentry, finish carpentry, Other capablts:remediation, staffing, fabrication, trucking, sewer, highway construction"
133,"Steyer Associates, Inc.",,Tony Batista,,345 KNECHTEL WAY NE STE 101,BAINBRIDGE ISLAND,WA,98110-2834,"With over 20 years of experience helping our clients to connect with customers through excellent content, Steyer offers the benefits of an established business partner while also ensuring your individual projects are shaped by cutting-edge minds and the latest tech. Technical Writing, Editing Developer (Programmer Writing), IT Pro, End-user/Consumer Digital Content, Design & Production Marketing Strategy, Writing, Editing, Management UI Copy, Social Media Project and Program Management-All content related"
134,DUG EXCAVATION LLC,,Vaughn R Pegram,,2220 S Broadway Ave,OTHELLO,WA,99344-9509,"When time is critical Dug-X can help you with the right concrete solutions to keep your equipment and crew moving. With rapid set concrete we can shorten your wait times, traffic control costs and speed up your productivity."
135,Regal Enterprises Inc ,QSE Solutions ,Dean Lee,Vice-President,23112 NE 144th St,Woodinville,WA,98077-7223,"We customize quality assurance programs, documentation and training to meet safety, health and environmental compliance requirements. Our forte is organizing complex information into usable and workable formats."
136,FAIN ENVIRONMENTAL LLC,,Annika  Fain,,510 E Maple St,Bellingham,WA,98225-5129,"Fain Environmental LLC provides environmental consulting services for projects related to ecosystem restoration, coastal geomorphology, watershed hydrology, floodplain management, and environmental training. We work collaboratively on multidisciplinary teams with federal, state, county, city, and private stakeholder clients. We have managed and provided technical guidance for projects on sites that range from San Francisco Bay to the Salish Sea. Fain Environmental LLC provides analysis and solutions for projects with a diverse range of type, scale and complexity. Our firm specializes in hydrologic and geologic services for streams, rivers, floodplains, lakes, estuaries, and coasts."
